node_1|node_2|edge|chunk_id
listalltrackingids|cargorepository|method 'listAllTrackingIds' is called on the CargoTrackerController class to retrieve a list of all tracking IDs from the repository|def9d6713d1440c7bcab3784ab258bde|||
trackingids|cargos|list 'trackingIds' is initialized with the unique ID strings from each cargo object in 'cargos' via a foreach loop|def9d6713d1440c7bcab3784ab258bde|||
loadcargofortracking|trackingidvalue|parameter 'trackingIdValue' is passed to the 'loadCargoForTracking' method of the CargoTrackerController class to retrieve cargo and its handling events|def9d6713d1440c7bcab3784ab258bde|||
cargo|handlingevents|object 'cargo' is returned by the 'find' method called on the CargoRepository interface with a unique TrackingId object, and its handling events are obtained from the repository through the 'lookupHandlingHistoryOfCargo' method|def9d6713d1440c7bcab3784ab258bde|||
handlingevents|cargo|'handlingEvents' list of HandlingEvent objects is obtained for a specific cargo object using the 'lookupHandlingHistoryOfCargo' method of the HandlingEventRepository interface|def9d6713d1440c7bcab3784ab258bde|||
cargostatusdtoassembler|cargo, handlingevents|'CargoStatusDtoAssembler' class is used to transform the 'cargo' object and its corresponding 'handlingEvents' list into a DTO of type 'CargoStatus'|def9d6713d1440c7bcab3784ab258bde|||
requestpossibleroutesforcargo|trackingid|parameter 'trackingId' is passed to the 'requestPossibleRoutesForCargo' method of the CargoTrackerController class to retrieve candidate itineraries for a specific cargo object|def9d6713d1440c7bcab3784ab258bde|||
itineraries|bookingservice|'itineraries' list of Itinerary objects is returned by the 'requestPossibleRoutesForCargo' method of the BookingService interface|def9d6713d1440c7bcab3784ab258bde|||
routecandidatedtoassembler|itineraries|'RouteCandidateDtoAssembler' class is used to transform each 'Itinerary' object in 'itineraries' list into a DTO of type 'RouteCandidate'|def9d6713d1440c7bcab3784ab258bde|||
cargotrackercontroller|cargotrackerservice|The CargoTrackerController class serves as an entry point for user requests related to cargo tracking, and acts as a facade for the repository, service and assembler classes involved in these operations|def9d6713d1440c7bcab3784ab258bde|||
cargoroutedtoassembler|cargo|CargoRouteDtoAssembler is assembling Cargo to its corresponding DTO|f37262263ede46c58f8467bc44e15342|||
leg|cargoroutedtoassembler|Legs are being mapped to Leg DTOs using CargoRouteDtoAssembler|f37262263ede46c58f8467bc44e15342|||
locationdtoassembler|cargoroutedtoassembler|LocationDtos are being assembled for load and unload locations using LocationDtoAssembler|f37262263ede46c58f8467bc44e15342|||
cargoroute|cargoroutedtoassembler|The CargoRoute is being converted to its corresponding DTO using CargoRouteDtoAssembler|f37262263ede46c58f8467bc44e15342|||
cargo|getroutespecification().getarrivaldeadline()|extracted ontology relation between cargo and its arrival deadline|e5d52a97f408438d8baea6d0b402a716|||
cargo|getdelivery().getroutingstatus()|extracted ontology relation between cargo and its routing status|e5d52a97f408438d8baea6d0b402a716|||
cargo|getdelivery().gettransportstatus()|extracted ontology relation between cargo and its transport status|e5d52a97f408438d8baea6d0b402a716|||
locationdtoassembler|todto(cargo.getdelivery().getlastknownlocation())|extracted ontology relation between locationDtoAssembler and cargo's last known location|e5d52a97f408438d8baea6d0b402a716|||
getdelivery().gettransportstatus()|name()|extracted ontology relation between delivery's transport status and its name|e5d52a97f408438d8baea6d0b402a716|||
cargostatusdtoassembler|todto(cargo, handlingevents)|overall extracted ontology relation between CargoStatusDtoAssembler, cargo, and its handling events|e5d52a97f408438d8baea6d0b402a716|||
trackingevents|cargostatus|extracted ontology relation between tracking events and cargo status|e5d52a97f408438d8baea6d0b402a716|||
cargostatus|destination|The destination of a cargo is specified in its CargoStatus.|ecdbc89d60a5493da5d5d4179a22fff1|||
cargostatus|cargo|A CargoStatus is associated with a specific cargo.|ecdbc89d60a5493da5d5d4179a22fff1|||
delivery|transportstatus|The TransportStatus of a delivery is represented in its CargoStatus.|ecdbc89d60a5493da5d5d4179a22fff1|||
cargostatus|eta|The estimated time of arrival (ETA) for a cargo is included in its CargoStatus.|ecdbc89d60a5493da5d5d4179a22fff1|||
delivery|nextexpectedactivity|The next expected activity for a delivery is represented in the CargoStatus.|ecdbc89d60a5493da5d5d4179a22fff1|||
handlingevent|cargo|Each handling event is associated with a specific cargo.|ecdbc89d60a5493da5d5d4179a22fff1|||
handlingevent|stream|A stream of handling events is generated for each cargo.|ecdbc89d60a5493da5d5d4179a22fff1|||
cargostatus|trackingevents|The list of tracking events for a cargo is included in its CargoStatus.|ecdbc89d60a5493da5d5d4179a22fff1|||
handlingevent|assembler|Each handling event is transformed into a DTO by the assembler.|ecdbc89d60a5493da5d5d4179a22fff1|||
cargostatus|cargoid|The unique identifier for a cargo is included in its CargoStatus.|ecdbc89d60a5493da5d5d4179a22fff1|||
cargostatus|deliveryismisdirected|Whether the delivery for a cargo is misdirected is included in its CargoStatus.|ecdbc89d60a5493da5d5d4179a22fff1|||
delivery|lastknownlocation|The last known location for a delivery is represented by the Delivery object.|ecdbc89d60a5493da5d5d4179a22fff1|||
cargostatus|deliverystatustext|A text representation of the delivery status is included in the CargoStatus.|ecdbc89d60a5493da5d5d4179a22fff1|||
handlingevent|type|Each handling event has a specific type, represented by its HandlingEvent.Type enum value.|ecdbc89d60a5493da5d5d4179a22fff1|||
next expected activity|load cargo onto voyage|The next expected activity is to load cargo onto voyage|16ea41900a374d2b848c286be9222865|||
next expected activity|unload cargo off of voyage|The next expected activity is to unload cargo off of voyage|16ea41900a374d2b848c286be9222865|||
next expected activity|load cargo in|The next expected activity is to load cargo in|16ea41900a374d2b848c286be9222865|||
activity|load|Activity can be either LOAD or UNLOAD|16ea41900a374d2b848c286be9222865|||
activity.gettype()|handlingevent.type|The type of activity is HandlingEvent.Type|16ea41900a374d2b848c286be9222865|||
type.samevalueas(handlingevent.type.load)|load|When the type is LOAD, this condition is met|16ea41900a374d2b848c286be9222865|||
type.samevalueas(handlingevent.type.unload)|unload|When the type is UNLOAD, this condition is met|16ea41900a374d2b848c286be9222865|||
activity|voyage|Activity is associated with a voyage|16ea41900a374d2b848c286be9222865|||
voyage.getvoyagenumber()|voyagenumber|The voyage number can be accessed through the getVoyageNumber() method|16ea41900a374d2b848c286be9222865|||
locationrepository|location|Locations are retrieved using LocationRepository|16ea41900a374d2b848c286be9222865|||
locationrepository.findbyname(string name)|location|A location can be found by its name using the findByName() method of LocationRepository|16ea41900a374d2b848c286be9222865|||
location|getname()|The name of a location can be accessed through the getName() method|16ea41900a374d2b848c286be9222865|||
itinerary|leg|An itinerary is composed of one or more legs|16ea41900a374d2b848c286be9222865|||
itinerarycandidatedtoassembler|itinerary|An itinerary can be assembled using ItineraryCandidateDtoAssembler|16ea41900a374d2b848c286be9222865|||
leg|leg|Each leg in the itinerary is a Leg object|16ea41900a374d2b848c286be9222865|||
voyage|voyagenumber|The voyage number of a voyage can be accessed through its getVoyageNumber() method|16ea41900a374d2b848c286be9222865|||
unlocode|locationname|The location name for an UnLocode object is retrieved using the locationName property|16ea41900a374d2b848c286be9222865|||
location|unlocode|has location code|1bd42180170543c593eba42c50c8fd84|||
org.eclipse.cargotracker.interfaces.booking.facade.dto.leg|location|starts at|1bd42180170543c593eba42c50c8fd84|||
org.eclipse.cargotracker.interfaces.booking.facade.dto.leg|location|ends at|1bd42180170543c593eba42c50c8fd84|||
voyage|org.eclipse.cargotracker.interfaces.booking.facade.dto.leg|belongs to|1bd42180170543c593eba42c50c8fd84|||
locationdtoassembler|location|converts to|1bd42180170543c593eba42c50c8fd84|||
trackingevents|cargo|TrackingEvents is associated with Cargo in the context provided|f5578e2b51b44ecd99e8278a18adc5ff|||
handlingevent|trackingevents|HandlingEvent generates TrackingEvents in the context provided|f5578e2b51b44ecd99e8278a18adc5ff|||
locationfrom|handlingevent|locationFrom function takes HandlingEvent as an argument in the context provided|f5578e2b51b44ecd99e8278a18adc5ff|||
type|handlingevent|type is a property of HandlingEvent in the context provided|f5578e2b51b44ecd99e8278a18adc5ff|||
locationfrom|type|locationFrom function takes type as an argument to determine location in the context provided|f5578e2b51b44ecd99e8278a18adc5ff|||
voyagenumberfrom|handlingevent|voyageNumberFrom function takes HandlingEvent as an argument in the context provided|f5578e2b51b44ecd99e8278a18adc5ff|||
descriptionfrom|type||f5578e2b51b44ecd99e8278a18adc5ff|locationFrom|voyageNumberFrom|descriptionFrom function takes type, locationFrom and voyageNumberFrom as arguments to construct description in the context provided
descriptionfrom|trackingevents|descriptionFrom function generates TrackingEvents.Description property in the context provided|f5578e2b51b44ecd99e8278a18adc5ff|||
isexpected|cargo||f5578e2b51b44ecd99e8278a18adc5ff|HandlingEvent||isExpected method is called on Cargo with HandlingEvent as an argument in the context provided
timefrom|handlingevent||f5578e2b51b44ecd99e8278a18adc5ff|TrackingEvents||timeFrom function is called on HandlingEvent to generate TrackingEvents.Time property in the context provided
location|unlocode|The UnLocode is a unique identifier assigned to a specific location by the International Association of Ports and Harbors (IAPH). It can be used to quickly and accurately identify the geographic location of a port, terminal or facility. In our context, we have a Location object which contains an UnLocode. Therefore, the relationship between these two concepts is that a Location has an UnLocode.|d22ac4a231c146048932f85346d4e9d0|||
location|name|The Name of a location is simply the name by which it is known or referred to. This can vary depending on the region, language or context. For example, in our context, we have a Location object that has a Name property. So, the relationship between these two concepts is that a Location has a Name.|d22ac4a231c146048932f85346d4e9d0|||
location|coordinates|A location can be represented in terms of its geographic coordinates. These are typically latitude and longitude, which allow us to precisely determine the position of a location on Earth's surface. Our context includes a CoordinatesFactory interface which is used to create coordinate objects for different purposes. Therefore, the relationship between these concepts is that a Location has Coordinates.|d22ac4a231c146048932f85346d4e9d0|||
locationviewadapter|location|The LocationViewAdapter class provides a view-specific adaptation of a Location object for display purposes. In our context, this adapter is used to display location information in real-time tracking contexts. The relationship between these two concepts is that a LocationViewAdapter displays a specific Location object.|d22ac4a231c146048932f85346d4e9d0|||
