node_1|node_2|edge|chunk_id|node_3|node_4|relation|node_5|edge_1|edge_2|edge_3
order_orderid|orderitem.pk|The order_orderID field in the OrderItem class is included in the PK for this entity, indicating a relationship between order_orderID and OrderItem.PK.|0801b3538561462286ec02dd70342af4|||||||
name|orderitem|The name field in the OrderItem class represents a key concept related to this entity.|0801b3538561462286ec02dd70342af4|||||||
pkginfo|orderitem|The pkginfo field in the OrderItem class represents a key concept related to this entity.|0801b3538561462286ec02dd70342af4|||||||
price|orderitem|The price field in the OrderItem class represents a key concept related to this entity.|0801b3538561462286ec02dd70342af4|||||||
cost|orderitem|The cost field in the OrderItem class represents a key concept related to this entity.|0801b3538561462286ec02dd70342af4|||||||
category|orderitem|The category field in the OrderItem class represents a key concept related to this entity.|0801b3538561462286ec02dd70342af4|||||||
quantity|orderitem|The quantity field in the OrderItem class represents a key concept related to this entity.|0801b3538561462286ec02dd70342af4|||||||
selldate|orderitem|The sellDate field in the OrderItem class represents a key concept related to this entity.|0801b3538561462286ec02dd70342af4|||||||
inventoryid|orderitem|The inventoryId field in the OrderItem class is a reference to the Inventory entity, indicating a relationship between OrderItem and Inventory.|0801b3538561462286ec02dd70342af4|||||||
inventory|orderitem|The inventory field in the OrderItem class is a many-to-one association with the Inventory entity, indicating a relationship between OrderItem and Inventory.|0801b3538561462286ec02dd70342af4|||||||
order|orderitem|The order field in the OrderItem class is a many-to-one association with the Order entity, indicating a relationship between OrderItem and Order.|0801b3538561462286ec02dd70342af4|||||||
orderitem|order|A Order is associated with one or more OrderItems.|9e3e2d7480924f7c8107d75d83ecd607|||||||
orderitem|inventory|An OrderItem represents a specific item from an inventory.|9e3e2d7480924f7c8107d75d83ecd607|||||||
orderitem|name|The name of the product or service being ordered.|9e3e2d7480924f7c8107d75d83ecd607|||||||
orderitem|pkginfo|Additional information about the product or service being ordered.|9e3e2d7480924f7c8107d75d83ecd607|||||||
orderitem|price|The cost of the item being ordered, as set by the seller.|9e3e2d7480924f7c8107d75d83ecd607|||||||
orderitem|cost|The cost to the retailer for purchasing the item from a supplier.|9e3e2d7480924f7c8107d75d83ecd607|||||||
orderitem|quantity|The number of units being ordered.|9e3e2d7480924f7c8107d75d83ecd607|||||||
orderitem|category|The type or classification of the item being ordered, such as electronics, clothing, or food.|9e3e2d7480924f7c8107d75d83ecd607|||||||
orderitem|selldate|The date on which the item was sold to the customer.|9e3e2d7480924f7c8107d75d83ecd607|||||||
orderitem|order|Belongs to order|b69143ba12d7498ebf35a003f9588be5|||||||
orderitem|inventory|Related to inventory through order|b69143ba12d7498ebf35a003f9588be5|||||||
inventory|category|Has category|b69143ba12d7498ebf35a003f9588be5|||||||
orderitem|price|Has price|b69143ba12d7498ebf35a003f9588be5|||||||
orderitem|cost|Has cost|b69143ba12d7498ebf35a003f9588be5|||||||
orderitem|quantity|Has quantity|b69143ba12d7498ebf35a003f9588be5|||||||
orderitem|pkginfo|Related to pkginfo|b69143ba12d7498ebf35a003f9588be5|||||||
inventory|orderitem|Has order item|b69143ba12d7498ebf35a003f9588be5|||||||
orderkey|string|OrderKey is a class in the Order entity bean that contains a String variable called orderID.|d6a9618f730e4015be8519d39c612180|||||||
string|orderid|orderID is a variable of type String within the OrderKey class.|d6a9618f730e4015be8519d39c612180|||||||
orderid|orderkey|OrderKey is a class that holds the order ID for an order. This method compares two OrderKey objects to see if they represent the same order.|7a0e59c54cf745b8984de1ea9428c9ae|||||||
orderid|java.lang.string|The order ID is a string attribute of the Supplier class, which is used in the OrderKey class to identify an order.|7a0e59c54cf745b8984de1ea9428c9ae|||||||
supplier|com.ibm.websphere.samples.pbw.jpa.supplier|The Supplier class is defined in this package and contains the orderID attribute.|7a0e59c54cf745b8984de1ea9428c9ae|||||||
pbw|com.ibm.websphere.samples.pbw|This package is part of the IBM Plant By WebSphere project, which provides sample applications for deploying to WebSphere Application Server.|7a0e59c54cf745b8984de1ea9428c9ae|||||||
java|com|The Supplier class is defined within the com.ibm package, which is part of the Java language.|7a0e59c54cf745b8984de1ea9428c9ae|||||||
supplier|entity|In this Java class, 'Supplier' is annotated with '@Entity', making it a persistence entity managed by the Java Persistence API (JPA).|479f5b2e0f6f4760a2b7a58521cc0367|||||||
supplier|table|The 'Table' annotation specifies that this entity is mapped to the 'SUPPLIER' table in the 'APP' schema.|479f5b2e0f6f4760a2b7a58521cc0367|||||||
supplier|schema|The schema parameter of the 'Table' annotation points to the 'APP' schema where this entity is mapped.|479f5b2e0f6f4760a2b7a58521cc0367|||||||
findallsuppliers|namedquery|The 'NamedQueries' annotation specifies that this class contains named queries. 'findAllSuppliers' is one such query which can be used to retrieve all supplier entities.|479f5b2e0f6f4760a2b7a58521cc0367|||||||
removeallsupplier|namedquery|Another named query 'removeAllSupplier' can be used to delete all supplier entities.|479f5b2e0f6f4760a2b7a58521cc0367|||||||
supplierid|supplier|A supplier is identified by its unique identifier, which is stored in the 'SupplierID' attribute.|58f4272979f8496dae1eddfa0d56c8fb|||||||
supplierid|supplier|The 'SupplierID' attribute is set using the constructor with the same name.|58f4272979f8496dae1eddfa0d56c8fb|||||||
name|supplier|The supplier's name is stored in the 'name' attribute and can be accessed or modified using the corresponding getter and setter methods.|58f4272979f8496dae1eddfa0d56c8fb|||||||
street|supplier|The street address of the supplier is stored in the 'street' attribute.|58f4272979f8496dae1eddfa0d56c8fb|||||||
city|supplier|The city where the supplier is located is stored in the 'city' attribute.|58f4272979f8496dae1eddfa0d56c8fb|||||||
usstate|supplier|The U.S. State where the supplier is located is stored in the 'usstate' attribute.|58f4272979f8496dae1eddfa0d56c8fb|||||||
zip|supplier|The zip code of the supplier's location is stored in the 'zip' attribute.|58f4272979f8496dae1eddfa0d56c8fb|||||||
phone|supplier|The phone number of the supplier can be accessed or modified using the corresponding getter and setter methods.|58f4272979f8496dae1eddfa0d56c8fb|||||||
url|supplier|The URL for the supplier's website (if available) is stored in the 'url' attribute.|58f4272979f8496dae1eddfa0d56c8fb|||||||
listproperties|sample context|belongsTo|02020615f38d44759855cd19edcce373|||||||
java|sample context|implementedIn|02020615f38d44759855cd19edcce373|||||||
com|ibm|organizationalRelationship|02020615f38d44759855cd19edcce373|||||||
websphere|samples|partOf|02020615f38d44759855cd19edcce373|||||||
pbw|listproperties|isPartOf|02020615f38d44759855cd19edcce373|||||||
src|main||02020615f38d44759855cd19edcce373|java||||locatedIn|nestedIn|
string|url||02020615f38d44759855cd19edcce373|setUrl||||isArgOf|isAssignedToMethod|
context|import statement|contains|8c0dff129b7040309dde4a8c6b8d11d6|||||||
import statement|java.io.filenotfoundexception|imports|8c0dff129b7040309dde4a8c6b8d11d6|||||||
import statement|java.text.numberformat|imports|8c0dff129b7040309dde4a8c6b8d11d6|||||||
import statement|javax.faces.application.application|imports|8c0dff129b7040309dde4a8c6b8d11d6|||||||
import statement|javax.faces.application.projectstage|imports|8c0dff129b7040309dde4a8c6b8d11d6|||||||
import statement|javax.faces.context.facescontext|imports|8c0dff129b7040309dde4a8c6b8d11d6|||||||
import statement|javax.naming.initialcontext|imports|8c0dff129b7040309dde4a8c6b8d11d6|||||||
import statement|javax.naming.namingexception|imports|8c0dff129b7040309dde4a8c6b8d11d6|||||||
context|util class|contains|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|ds_name|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_account|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_cart|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_checkoutfinal|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_help|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_login|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_orderdone|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_orderinfo|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_product|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_promo|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_register|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_shopping|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_backadmin|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_suppliercfg|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_adminhome|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
util class|page_adminactions|has attribute|8c0dff129b7040309dde4a8c6b8d11d6|||||||
attr_supplier|admin_suppliercfg|Supplier configuration is a type of admin action.|e02f7aafdca749b1a43419d289809aa2|||||||
admin_suppliercfg|admin_backorder|Administering backorders can be part of supplier configuration.|e02f7aafdca749b1a43419d289809aa2|||||||
attr_supplier|admin_suppliercfg|Suppliers are configured through admin actions.|e02f7aafdca749b1a43419d289809aa2|||||||
attr_customer|editaccountinfo|Customers can edit their account information.|e02f7aafdca749b1a43419d289809aa2|||||||
attr_invitems|invitem|Invited items are part of invitations.|e02f7aafdca749b1a43419d289809aa2|||||||
attr_results|attr_orderinfo|Results can provide order information to the user.|e02f7aafdca749b1a43419d289809aa2|||||||
attr_cartitems|attr_cart|Cart items are part of the shopping cart.|e02f7aafdca749b1a43419d289809aa2|||||||
attr_orderkey|attr_orderid|Order keys uniquely identify orders, and order IDs provide access to specific orders.|e02f7aafdca749b1a43419d289809aa2|||||||
attr_cart|attr_checkingout|The shopping cart can be used during the checking out process.|e02f7aafdca749b1a43419d289809aa2|||||||
admin_backorder|admin_populate|Administering backorders may also involve populating data.|e02f7aafdca749b1a43419d289809aa2|||||||
attr_results|attr_orderinfo|Search results may provide order information to the user.|e02f7aafdca749b1a43419d289809aa2|||||||
admin_backorder|attr_sftimeout|Administering backorders may involve adjusting session timeouts.|e02f7aafdca749b1a43419d289809aa2|||||||
action_orderstock|status_orderstock|the action of placing an order for stock|01cb7dca3fab4b4aa85f447d77a2b152|||||||
status_orderstock|status_orderedstock|the status of the stock order changes to ordered when it is successfully placed|01cb7dca3fab4b4aa85f447d77a2b152|||||||
status_orderedstock|status_receivedstock|the status of the stock order changes to received when the stock arrives at the warehouse|01cb7dca3fab4b4aa85f447d77a2b152|||||||
status_receivedstock|status_addedstock|the status of the stock order changes to added when it is successfully integrated into the inventory system|01cb7dca3fab4b4aa85f447d77a2b152|||||||
